brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Regulated Outputs (#)","Description","VIN (Min) (V)","VIN (Max) (V)","VOUT (Min) (V)","VOUT (Max) (V)","Isw Limit(Typ)(A)","MaxDutyCycle","IOUT(max)(A)","Iq (Typ)(mA)","VFB(Typ)(V)","SwitchingFreq(Max)(kHz)","Common Features","Special Features","Control Mode","Package","Grade"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP29373","http://www.monolithicpower.com/Products/Product-Detail?ProductID=148","http://new.zlgmcu.com/mps_datasheet/MP29373.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1797","MP29373","Active","","2.0","Dual 1.5A, 23V, 1.4MHz Asynchronous Step-Down Converter. Available in a TSSOP20 Package with Exposed Pad.","4.75","23.0","0.92","16.0","3.0","0.7","1.5","2.4","0.92","1400.0","External Soft Start","","Current Mode","TSSOP20F","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2364","http://www.monolithicpower.com/Products/Product-Detail?ProductID=116","http://new.zlgmcu.com/mps_datasheet/MP2364.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=284","MP2364","Active","","2.0","Dual 1.5A, 23V, 1.4MHz Step-Down Converter","4.75","23.0","0.92","16.0","3.0","0.7","1.5","2.4","0.92","1400.0","External Soft Start","","","TSSOP20F","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28373","http://www.monolithicpower.com/Products/Product-Detail?ProductID=145","http://new.zlgmcu.com/mps_datasheet/MP28373.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=362","MP28373","Active","","1.0","3A, 28V, 1.4MHz Step-Down Converter","4.75","28.0","0.92","21.0","6.5","0.65","3.0","1.3","0.92","1400.0","External Soft Start","","","SOIC8N","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28372","http://www.monolithicpower.com/Products/Product-Detail?ProductID=144","http://new.zlgmcu.com/mps_datasheet/MP28372.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=360","MP28372","Active","","2.0","Dual 1.5A, 23V, 1.4MHz Step-Down Converter. Available in TSSOP20 with Exposed Pad and SOIC Packages.","4.75","23.0","0.92","16.0","3.0","0.7","1.5","2.4","0.92","1400.0","External Soft Start","","","TSSOP20F,SOIC16","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28368","http://www.monolithicpower.com/Products/Product-Detail?ProductID=142","http://new.zlgmcu.com/mps_datasheet/MP28368.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=357","MP28368","Active","","1.0","1.8A, 24V, 1.4MHz Step-Down Converter","4.5","24.0","0.81","15.0","2.5","0.87","1.8","0.8","0.81","1400.0","","","","QFN2x2-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2270","http://www.monolithicpower.com/Products/Product-Detail?ProductID=106","http://new.zlgmcu.com/mps_datasheet/MP2270.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=254","MP2270","Active","","1.0","1.8A, 24V, 700kHz Step-Down Converter","4.5","24.0","0.81","20.0","2.5","0.87","1.8","0.8","0.81","700.0","","","","MSOP10E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2403","http://www.monolithicpower.com/Products/Product-Detail?ProductID=243","http://new.zlgmcu.com/mps_datasheet/MP2403.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=598","MP2403","Active","","1.0","4.6V to 32V, 250kHz, 3A Sync Buck with External ,Comp and External SS","4.6","32.0","0.8","28.0","5.3","0.9","3.0","1.45","0.8","250.0","External Soft Start,Sync Rectification","","Current Mode","SOIC8N","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2377","http://www.monolithicpower.com/Products/Product-Detail?ProductID=120","http://new.zlgmcu.com/mps_datasheet/MP2377.pdf","http://www.monolithicpower.com/Portals/0/Documents/Products/Documents/datasheet/MP2377_r0.92.pdf","MP2377","Active","","1.0","3A, 21V, 600kHz Step-Down Converter","4.5","21.0","0.81","","4.0","0.9","3.0","0.9","0.808","600.0","Power Good","External Frequency Sync ","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2354","http://www.monolithicpower.com/Products/Product-Detail?ProductID=107","http://new.zlgmcu.com/mps_datasheet/MP2354.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=257","MP2354","Active","","1.0","2A, 23V, 380KHz Asynchronous Step-Down Converter","4.75","23.0","","","3.4","0.9","2.0","1.0","1.222","380.0","","External Frequency Sync","Current Mode","SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2371","http://www.monolithicpower.com/Products/Product-Detail?ProductID=118","http://new.zlgmcu.com/mps_datasheet/MP2371.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=290","MP2371","Active","","1.0","1.8A, 24V, 700KHz Step-Down Converter","4.5","24.0","0.81","15.0","2.5","0.87","1.8","0.8","0.81","700.0","","","Current Mode","QFN2x2-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8666","http://www.monolithicpower.com/Products/Product-Detail?ProductID=291","http://new.zlgmcu.com/mps_datasheet/MP8666.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=719","MP8666","Active","","1.0","6A, 21V, 600kHz Step-Down Converter with Synchronizable Gate Driver","4.5","21.0","0.8","","8.0","0.9","6.0","0.9","0.808","600.0","Sync Rectification","External Frequency Sync","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2380","http://www.monolithicpower.com/Products/Product-Detail?ProductID=121","http://new.zlgmcu.com/mps_datasheet/MP2380.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=299","MP2380","Active","","1.0","5A, 21V, 600KHz  Step-Down Converter","4.5","21.0","0.8","","7.3","0.9","5.0","0.9","0.808","600.0","Power Good","External Frequency Sync","Current Mode","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28315","http://www.monolithicpower.com/Products/Product-Detail?ProductID=267","http://new.zlgmcu.com/mps_datasheet/MP28315.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=661","MP28315","Active","","1.0","3A, 16V, 340KHz Synchronous Rectified Step-Down Converter","5.0","16.0","0.925","13.0","5.8","0.9","3.0","1.3","0.925","340.0","External Soft Start,Sync Rectification","","","SOIC8N","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1583","http://www.monolithicpower.com/Products/Product-Detail?ProductID=100","http://new.zlgmcu.com/mps_datasheet/MP1583.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=238","MP1583","Active","","1.0","3A, 23V, 385kHz  Asynchronous Step-Down Converter","4.75","23.0","1.22","21.0","4.9","0.9","3.0","1.0","1.222","385.0","External Soft Start","","Current Mode","SOIC8E,PDIP8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2360","http://www.monolithicpower.com/Products/Product-Detail?ProductID=112","http://new.zlgmcu.com/mps_datasheet/MP2360.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=272","MP2360","Active","","1.0","1.8A, 24V, 1.4MHz Step-Down Converter","4.5","24.0","0.81","15.0","2.5","0.87","1.8","0.8","0.81","1400.0","","","","QFN2x2-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2259","http://www.monolithicpower.com/Products/Product-Detail?ProductID=105","http://new.zlgmcu.com/mps_datasheet/MP2259.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=251","MP2259","Active","","1.0","1A, 16V, 1.4MHz Asynchrounous Step-Down Converter","4.5","16.0","0.81","14.0","1.8","0.85","1.0","1.0","0.81","1400.0","","","Current Mode","TSOT23-6,SOT23-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2303","http://www.monolithicpower.com/Products/Product-Detail?ProductID=234","http://new.zlgmcu.com/mps_datasheet/MP2303.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=575","MP2303","Active","","1.0","3A, 28V, 340KHz Synchronous Rectified Step-Down Converter","4.75","28.0","0.8","25.0","6.3","0.9","3.0","1.3","0.8","340.0","External Soft Start,Sync Rectification","","","SOIC8E,QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2363","http://www.monolithicpower.com/Products/Product-Detail?ProductID=115","http://new.zlgmcu.com/mps_datasheet/MP2363.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=281","MP2363","Active","","1.0","3A, 27V, 365KHz Step-Down Converter","4.75","27.0","0.92","21.0","5.7","0.88","3.0","1.0","0.92","365.0","External Soft Start","","","SOIC8N,PDIP8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1482","http://www.monolithicpower.com/Products/Product-Detail?ProductID=181","http://new.zlgmcu.com/mps_datasheet/MP1482.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=428","MP1482","Active","","1.0","2A, 18V Synchronous Rectified,Step-Down Converter","4.75","18.0","0.923","15.0","3.4","0.9","2.0","1.3","0.923","340.0","External Soft Start,Sync Rectification","","","SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2358","http://www.monolithicpower.com/Products/Product-Detail?ProductID=110","http://new.zlgmcu.com/mps_datasheet/MP2358.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=266","MP2358","Active","","1.0","2A, 23V, 370KHz Step-Down Converter","4.75","23.0","0.92","16.0","3.4","0.9","2.0","1.1","0.92","370.0","External Soft Start","","","QFN3x3-10,SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2309","http://www.monolithicpower.com/Products/Product-Detail?ProductID=240","http://new.zlgmcu.com/mps_datasheet/MP2309.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=589","MP2309","Active","","1.0","1A, 23V, 340KHz Synchronous Rectified Step-Down Converter with Soft Start","4.75","23.0","0.923","20.0","2.0","0.9","1.0","1.3","0.923","340.0","External Soft Start,Sync Rectification","","Current Mode","SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2307","http://www.monolithicpower.com/Products/Product-Detail?ProductID=238","http://new.zlgmcu.com/mps_datasheet/MP2307.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=583","MP2307","Active","","1.0","3A, 23V, 340KHz Synchronous Rectified Step-Down Converter","4.75","23.0","0.925","20.0","5.8","0.9","3.0","1.3","0.925","340.0","External Soft Start,Sync Rectification","","","SOIC8N","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2305","http://www.monolithicpower.com/Products/Product-Detail?ProductID=236","http://new.zlgmcu.com/mps_datasheet/MP2305.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=580","MP2305","Active","","1.0","2A, 23V Synchronous Rectified Step-Down Converter","4.75","23.0","0.923","20.0","3.4","0.9","2.0","1.3","0.923","340.0","External Soft Start,Sync Rectification","","","SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2105","http://www.monolithicpower.com/Products/Product-Detail?ProductID=193","http://new.zlgmcu.com/mps_datasheet/MP2105.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=463","MP2105","Active","","1.0","1MHz, 800mA Synchronous Step-Down Converter","2.5","6.0","0.6","6.0","1.6","1.0","0.8","0.44","0.6","1050.0","Sync Rectification","100% Duty Cycle","Current Mode","TSOT23-5,MSOP10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2104","http://www.monolithicpower.com/Products/Product-Detail?ProductID=192","http://new.zlgmcu.com/mps_datasheet/MP2104.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=460","MP2104","Active","","1.0","1.7MHz, 600mA Synchronous Step-Down Converter","2.5","6.0","0.6","6.0","1.0","1.0","0.6","0.4","0.6","1700.0","Sync Rectification","Fixed Output,100% Duty Cycle","Current Mode","TSOT23-5,TQFN-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8758","http://www.monolithicpower.com/Products/Product-Detail?ProductID=895","http://new.zlgmcu.com/mps_datasheet/MP8758.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=4001","MP8758","Active","","1.0","10A, 5-18V, COT Synchronous Step-down Converter with PG","5.0","18.0","0.604","5.5","11.0","","10.0","0.19","0.604","500.0","Power Good, Light Load Efficiency, Sync Rectification","Output Discharge/Soft Stop","COT","QFN3x4-21","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8757","http://www.monolithicpower.com/Products/Product-Detail?ProductID=894","http://new.zlgmcu.com/mps_datasheet/MP8757.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3999","MP8757","Active","","1.0","7A, 5-18V, COT Synchronous Step-down Converter with PG","5.0","18.0","0.604","5.5","9.5","","7.0","0.19","0.604","500.0","Power Good, Light Load Efficiency, Sync Rectification","Output Discharge/Soft Stop","COT","QFN3x4-21","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2109","http://www.monolithicpower.com/Products/Product-Detail?ProductID=198","http://new.zlgmcu.com/mps_datasheet/MP2109.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=477","MP2109","Active","","2.0","Dual 1.2MHz, 800mA Synchronous Step-Down Converter","2.5","6.0","0.6","6.0","1.3","1.0","0.8","0.44","0.6","1200.0","Sync Rectification","100% Duty Cycle","Current  Mode","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2108","http://www.monolithicpower.com/Products/Product-Detail?ProductID=197","http://new.zlgmcu.com/mps_datasheet/MP2108.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=474","MP2108","Active","","1.0","2A, 6V, 740KHz Synchronous Buck Converter","2.6","6.0","0.9","5.0","3.5","0.85","2.0","1.2","0.895","740.0","External Soft Start,Sync Rectification","","","QFN3x3-10,MSOP10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2106","http://www.monolithicpower.com/Products/Product-Detail?ProductID=194","http://new.zlgmcu.com/mps_datasheet/MP2106.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=466","MP2106","Active","","1.0","1.5A, 15V, 800KHz,Synchronous Buck Converter","2.6","15.0","0.9","12.0","2.5","0.85","1.5","1.2","0.895","800.0","External Soft Start,Sync Rectification","","Current Mode","MSOP10,QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1567","http://www.monolithicpower.com/Products/Product-Detail?ProductID=190","http://new.zlgmcu.com/mps_datasheet/MP1567.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=454","MP1567","Active","","1.0","1.2A,6V,Synchronous Rectified,Step-Down Converter","2.6","6.0","0.9","4.5","2.0","0.85","1.2","1.2","0.905","800.0","External Soft Start,Sync Rectification","","Current Mode","MSOP10,QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4560","http://www.monolithicpower.com/Products/Product-Detail?ProductID=169","http://new.zlgmcu.com/mps_datasheet/MPQ4560.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=409","MPQ4560","Active","","1.0","2A, 2MHz, 55V Step-Down Converter","3.8","55.0","0.8","52.0","3.2","","2.0","0.14","0.797","2000.0","Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10,SOIC8E","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4559","http://www.monolithicpower.com/Products/Product-Detail?ProductID=168","http://new.zlgmcu.com/mps_datasheet/MPQ4559.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=407","MPQ4559","Active","","1.0","55V, 1.5A,2MHz(Adj.) Industrial-Grade Buck Converter With AEC-Q100 Qualified","3.8","55.0","0.8","52.0","2.3","","1.5","0.14","0.8","2000.0","Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10,SOIC8E","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ2451","http://www.monolithicpower.com/Products/Product-Detail?ProductID=158","http://new.zlgmcu.com/mps_datasheet/MPQ2451.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1946","MPQ2451","Active","","1.0","36V, 2MHz, 0.6A Step-Down Converter Industrial-Grade","3.3","36.0","0.8","32.0","1.0","","0.6","0.13","0.794","2000.0","Light Load Efficiency","","Current Mode","SOT23-6L,QFN-6L","Industrial"
